price,city,region,district,floor,age,heating_type,total_floors,furnished_house,baths,rooms,salon,area,net area
30000,Ankara,Etimesgut,Yeni Bağlıca,8. floor,1,Merkezi (Pay Ölçer),8,Eşyalı Değil,1,2,1,110,100
17000,Ankara,Çankaya,Korkutreis,7. floor,30,Kombi,7,Eşyalı Değil,1,2,1,85,75
20000,Ankara,Keçiören,Uyanış,1. floor,13,Kombi,4,Eşyalı Değil,1,3,1,125,120
45000,Ankara,Çankaya,Emek,3. floor,20,Kombi,4,Eşyalı,3,4,1,250,210
25500,Ankara,Yenimahalle,Ergazi,High entrance,27,Kombi,5,Eşyalı Değil,1,3,1,135,125
32750,Ankara,Yenimahalle,Batı Sitesi,5. floor,18,Merkezi (Pay Ölçer),6,Eşyalı,1,3,1,125,115
37500,Ankara,Çankaya,Büyükesat,High entrance,26,Merkezi,2,Eşyalı Değil,1,3,1,125,120
19000,Ankara,Mamak,Akşemsettin,1. floor,7,Kombi,3,Eşyalı Değil,1,3,1,135,120
19000,Ankara,Keçiören,Şehit Kubilay,1. floor,10,Kombi,3,Eşyalı,1,2,1,100,90
16000,Ankara,Çankaya,Harbiye,High entrance,23,Kombi,3,Eşyalı Değil,1,3,1,105,95
20000,Ankara,Mamak,Cengizhan,5. floor,4,Kombi,13,Eşyalı Değil,1,3,0,135,129
24000,Ankara,Çankaya,Aziziye,-2,3,Merkezi (Pay Ölçer),4,Eşyalı Değil,1,2,1,80,65
29000,Ankara,Çankaya,Cevizlidere,3. floor,18,Kombi,4,Eşyalı Değil,1,3,1,155,145
18500,Ankara,Çankaya,Keklik Pınarı,Last floor floor,18,Kombi,3,Eşyalı Değil,2,3,1,133,125
22500,Ankara,Çankaya,Huzur,High entrance,24,Kombi,6,Eşyalı Değil,1,3,1,120,100
32000,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,5. floor,25,Kombi,5,,1,3,1,110,106
20500,Ankara,Etimesgut,Şeyh Şamil,1. floor,16,Kombi,10,Eşyalı Değil,1,3,1,128,125
18000,Ankara,Etimesgut,Oğuzlar,1. floor,22,Kombi,5,Eşyalı Değil,1,3,1,110,100
20000,Ankara,Yenimahalle,Ergazi,6. floor,30,Merkezi,7,Eşyalı Değil,1,3,1,110,100
35000,Ankara,Yenimahalle,Varlık,Teras floor,20,Kombi,3,Eşyalı Değil,2,3,1,185,175
20000,Ankara,Keçiören,Pınarbaşı,2. floor,15,Kombi,2,Eşyalı Değil,2,5,1,200,170
15000,Ankara,Keçiören,İncirli,1. floor,30,Kombi,3,Eşyalı Değil,1,3,1,110,100
25000,Ankara,Çankaya,Muhsin Ertuğrul,-1,35,Kombi,5,Eşyalı,,3,1,95,86
35000,Ankara,Çankaya,Beytepe,3. floor,0,Yerden Isıtma,13,Eşyalı,1,1,1,82,42
12000,Ankara,Altındağ,Aydınlıkevler,3. floor,45,Kombi,3,Eşyalı Değil,1,2,1,95,90
17000,Ankara,Mamak,Peyami Safa,Middle floor,18,Kombi,3,Eşyalı Değil,1,3,1,135,110
18000,Ankara,Gölbaşı,İncek,1. floor,0,Kombi,4,Eşyalı Değil,2,2,1,85,80
12000,Ankara,Çubuk,Esenboğa Merkez,2. floor,2,Kombi,6,Eşyalı,1,1,1,55,45
21000,Ankara,Keçiören,19 Mayıs,3. floor,25,Kombi,3,Eşyalı Değil,1,3,1,130,120
19000,Ankara,Etimesgut,Yeni Bağlıca,4. floor,6,Merkezi (Pay Ölçer),6,Eşyalı Değil,1,1,1,60,50
17000,Ankara,Keçiören,Emrah,2. floor,31,Kombi,2,Eşyalı Değil,1,3,1,105,95
32000,Ankara,Çankaya,Emek,Garden floor,0,Kombi,4,Eşyalı Değil,1,2,1,85,75
28000,Ankara,Çankaya,Cevizlidere,2. floor,18,Kombi,6,Eşyalı,2,3,1,160,140
20000,Ankara,Etimesgut,Şeker,8. floor,7,Merkezi (Pay Ölçer),14,Eşyalı Değil,1,1,1,72,62
20000,Ankara,Çankaya,Harbiye,High entrance,29,Kombi,3,Eşyalı Değil,1,2,1,90,80
35000,Ankara,Çankaya,Anıttepe,Entrance floor,4,Kombi,4,Eşyalı,1,1,1,65,60
15000,Ankara,Yenimahalle,Gazi,-1,16,Kombi,2,Eşyalı,1,1,0,20,19
24500,Ankara,Çankaya,Karapınar,1. floor,15,Kombi,4,Eşyalı Değil,1,3,1,130,120
30000,Ankara,Yenimahalle,Susuz,14. floor,1,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,4,1,165,145
22000,Ankara,Çankaya,Aydınlar,High entrance,27,Kombi,3,Eşyalı,1,3,1,130,120
16500,Ankara,Keçiören,Osmangazi,1. floor,30,Kombi,3,Eşyalı Değil,1,3,1,120,110
35000,Ankara,Çankaya,Maltepe,4. floor,5,Kombi,4,Eşyalı Değil,1,2,1,90,85
25000,Ankara,Çankaya,Barbaros,High entrance,40,Merkezi,4,Eşyalı,1,2,1,85,80
26000,Ankara,Çankaya,Balgat,2. floor,35,Kombi,2,Eşyalı,1,3,1,110,100
17000,Ankara,Çubuk,Atatürk,Ground floor,0,Kombi,5,Eşyalı Değil,2,3,1,135,125
25000,Ankara,Gölbaşı,İncek,21-,1,Yerden Isıtma,28,Eşyalı,1,2,1,73,63
21000,Ankara,Çankaya,Yaşamkent,4. floor,0,Kombi,4,Eşyalı,1,1,1,65,60
15000,Ankara,Keçiören,Bağlarbaşı,High entrance,10,Kombi,3,Eşyalı Değil,1,3,1,115,100
20000,Ankara,Mamak,Balkiraz,2. floor,40,Kombi,4,Eşyalı Değil,1,3,1,130,100
23000,Ankara,Çankaya,Fidanlık,4. floor,45,Merkezi,8,Eşyalı,1,3,1,130,120
17000,Ankara,Pursaklar,Mimar Sinan,3. floor,15,Kombi,3,Eşyalı Değil,1,3,1,125,120
20500,Ankara,Çankaya,Aşağı Öveçler,2. floor,25,Kombi,3,Eşyalı Değil,2,3,1,110,100
26000,Ankara,Çankaya,Keklik Pınarı,Last floor floor,15,Kombi,7,Eşyalı,1,3,1,120,100
14000,Ankara,Keçiören,Osmangazi,Entrance floor,10,Kombi,3,Eşyalı Değil,1,3,1,120,115
21500,Ankara,Çankaya,Yaşamkent,Middle floor,0,Merkezi,5,Eşyalı,1,1,1,45,40
27000,Ankara,Çankaya,Emek,3. floor,27,Kombi,3,Eşyalı Değil,1,2,1,95,85
37000,Ankara,Çankaya,Bahçelievler,1. floor,25,Merkezi,3,Eşyalı Değil,1,3,1,155,140
28000,Ankara,Gölbaşı,Kızılcaşar,8. floor,7,Merkezi (Pay Ölçer),22,Eşyalı Değil,1,1,1,55,45
25500,Ankara,Etimesgut,Atakent,High entrance,25,Merkezi (Pay Ölçer),14,Eşyalı,1,3,3,145,130
20000,Ankara,Etimesgut,Şeyh Şamil,Entrance floor,29,Kombi,3,Eşyalı Değil,1,2,1,100,90
14000,Ankara,Etimesgut,Atayurt,1. floor,11,Merkezi (Pay Ölçer),13,Eşyalı,1,2,1,85,76
35000,Ankara,Etimesgut,Göksu,10. floor,16,Merkezi (Pay Ölçer),17,Eşyalı Değil,2,3,1,160,141
29000,Ankara,Çankaya,Ehlibeyt,2. floor,16,Kombi,4,Eşyalı Değil,1,3,1,131,125
18500,Ankara,Çankaya,Barbaros,High entrance,25,Kombi,3,Eşyalı Değil,1,2,1,95,85
15000,Ankara,Yenimahalle,Güzelyaka,Entrance floor,5,Kombi,16,Eşyalı Değil,2,2,1,100,90
35000,Ankara,Çankaya,Emek,Last floor floor,35,Kombi,4,Eşyalı Değil,1,3,1,145,130
20000,Ankara,Çankaya,Aşıkpaşa,Middle floor,16,Kombi,4,Eşyalı Değil,1,3,1,125,110
42000,Ankara,Çankaya,Bahçelievler,2. floor,18,Kombi,3,Eşyalı,1,3,1,150,140
30000,Ankara,Çankaya,Devlet,4. floor,26,Merkezi,4,Eşyalı Değil,1,3,1,125,110
18500,Ankara,Mamak,Altınevler,1. floor,3,Merkezi (Pay Ölçer),23,Eşyalı Değil,1,1,1,55,50
22000,Ankara,Çankaya,Osman Temiz,2. floor,15,Kombi,5,Eşyalı Değil,2,3,1,135,125
23000,Ankara,Çankaya,Aşıkpaşa,4. floor,15,Kombi,5,Eşyalı Değil,1,3,1,140,130
16800,Ankara,Mamak,Şahintepe,2. floor,14,Kombi,1,Eşyalı Değil,1,3,1,135,125
17000,Ankara,Mamak,Abidinpaşa,Ground floor,25,Kombi,3,Eşyalı Değil,1,2,1,80,70
26000,Ankara,Çankaya,Şehit Cengiz Karaca,1. floor,16,Kombi,7,Eşyalı,2,3,1,140,130
32000,Ankara,Yenimahalle,Gazi,Teras floor,12,Kombi,3,Eşyalı Değil,2,3,1,170,150
37500,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,4. floor,29,Merkezi,8,Eşyalı Değil,2,3,1,155,140
28500,Ankara,Çankaya,Aşağı Öveçler,1. floor,27,Kombi,3,Eşyalı Değil,1,3,1,160,145
30000,Ankara,Çankaya,Yücetepe,1. floor,60,Merkezi,4,Eşyalı,1,2,1,96,90
28000,Ankara,Çankaya,Ümit,2. floor,50,Merkezi,5,Eşyalı Değil,1,3,1,110,100
22000,Ankara,Mamak,Akşemsettin,5. floor,9,Merkezi,12,Eşyalı Değil,2,3,1,135,120
23000,Ankara,Etimesgut,Atakent,2. floor,15,Kombi,3,Eşyalı Değil,1,3,1,120,110
33000,Ankara,Çankaya,Bahçelievler,Garden floor,0,Kombi,4,Eşyalı Değil,1,2,1,90,80
15000,Ankara,Yenimahalle,Demetevler,6. floor,39,Kombi,6,Eşyalı Değil,1,3,1,125,120
21000,Ankara,Mamak,Cengizhan,5. floor,13,Kombi,8,Eşyalı Değil,2,3,1,150,140
30500,Ankara,Çankaya,Mebusevleri,3. floor,35,Merkezi,3,Eşyalı Değil,1,3,1,120,115
50000,Ankara,Çankaya,Emek,3. floor,28,Merkezi,3,Eşyalı Değil,2,4,1,190,170
20000,Ankara,Sincan,Andiçen,1. floor,10,Kombi,4,Eşyalı Değil,2,3,1,135,125
26000,Ankara,Çankaya,İncesu,2. floor,15,Kombi,3,Eşyalı Değil,1,3,1,110,100
15500,Ankara,Mamak,Derbent,12. floor,0,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,2,1,100,90
19500,Ankara,Yenimahalle,Pamuklar,12. floor,5,Merkezi (Pay Ölçer),13,Eşyalı Değil,1,2,1,105,95
30000,Ankara,Etimesgut,Bağlıca,High entrance,10,Kombi,4,Eşyalı Değil,2,4,1,190,175
12500,Ankara,Etimesgut,Turkuaz,5. floor,15,Merkezi,10,Eşyalı Değil,1,2,1,94,84
14000,Ankara,Mamak,Kazım Orbay,3. floor,15,Kombi,4,Eşyalı Değil,1,3,1,135,120
20500,Ankara,Sincan,Mareşal Çakmak,3. floor,23,Kombi,4,Eşyalı Değil,1,3,1,130,120
19250,Ankara,Mamak,Peyami Safa,2. floor,8,Kombi,5,Eşyalı Değil,1,3,1,120,110
19000,Ankara,Keçiören,Atapark,3. floor,8,Kombi,3,Eşyalı Değil,1,3,1,135,125
18000,Ankara,Etimesgut,Topçu,2. floor,15,Kombi,3,Eşyalı Değil,1,3,1,130,120
25000,Ankara,Etimesgut,Yeni Bağlıca,11. floor,6,Merkezi (Pay Ölçer),12,Eşyalı,1,1,1,71,56
39000,Ankara,Keçiören,Ayvalı,10. floor,1,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,2,1,100,85
20000,Ankara,Sincan,Malazgirt,Last floor floor,13,Kombi,4,Eşyalı Değil,1,3,1,145,135
22000,Ankara,Mamak,Kazım Orbay,1. floor,15,Kombi,7,Eşyalı Değil,2,3,1,140,135
21500,Ankara,Çankaya,Harbiye,Middle floor,33,Kombi,3,Eşyalı Değil,1,3,1,115,105
22500,Ankara,Etimesgut,Bağlıca,5. floor,6,Merkezi (Pay Ölçer),12,Eşyalı,1,1,0,43,35
13000,Ankara,Altındağ,Örnek,Last floor floor,40,Kombi,4,Eşyalı Değil,1,3,1,115,110
22500,Ankara,Çankaya,Karapınar,Entrance floor,25,Kombi,3,Eşyalı Değil,2,4,1,180,165
25000,Ankara,Keçiören,Etlik,8. floor,20,Kombi,13,Eşyalı Değil,1,3,1,120,110
9250,Ankara,Sincan,Alcı,5. floor,1,Kombi,5,Eşyalı Değil,2,3,1,155,135
50000,Ankara,Çankaya,Aziziye,3. floor,17,Merkezi,26,Eşyalı,1,3,1,170,150
17000,Ankara,Mamak,Dutluk,1. floor,5,Kombi,4,Eşyalı Değil,1,3,1,120,115
42000,Ankara,Etimesgut,Altay,6. floor,1,Merkezi (Pay Ölçer),13,Eşyalı Değil,2,4,0,155,142
18000,Ankara,Keçiören,Ayvalı,High entrance,20,Kombi,3,Eşyalı,1,2,1,100,90
15000,Ankara,Keçiören,Yayla,-2,15,Kombi,3,Eşyalı Değil,1,3,1,125,120
38500,Ankara,Keçiören,Ayvalı,21-,1,Yerden Isıtma,30,Eşyalı Değil,2,2,1,97,81
17500,Ankara,Keçiören,Bademlik,High entrance,14,Kombi,4,Eşyalı Değil,1,3,1,120,110
21000,Ankara,Keçiören,İncirli,5. floor,30,Merkezi,11,Eşyalı Değil,1,3,1,125,120
9000,Ankara,Sincan,Alcı,High entrance,3,Kombi,11,Eşyalı Değil,2,3,1,150,145
15000,Ankara,Sincan,Malazgirt,2. floor,20,Kombi,3,Eşyalı Değil,1,3,1,125,120
43000,Ankara,Yenimahalle,Yuvaköy,1. floor,0,Merkezi (Pay Ölçer),28,Eşyalı Değil,2,4,1,250,205
21000,Ankara,Mamak,Akdere,3. floor,25,Kombi,3,,1,3,1,135,123
16500,Ankara,Altındağ,Beşikkaya,2. floor,13,Kombi,3,Eşyalı Değil,1,3,1,120,115
22500,Ankara,Yenimahalle,Çiğdemtepe,2. floor,5,Kombi,6,Eşyalı Değil,1,3,1,130,120
16000,Ankara,Çankaya,Göktürk,Entrance floor,20,Kombi,3,Eşyalı,1,2,1,100,90
18000,Ankara,Çankaya,Malazgirt,3. floor,15,Kombi,3,Eşyalı Değil,1,3,1,125,115
17000,Ankara,Yenimahalle,Ergenekon,Last floor floor,29,Kombi,2,Eşyalı Değil,1,3,1,120,107
21500,Ankara,Etimesgut,Şehit Osman Avcı,2. floor,8,Merkezi (Pay Ölçer),14,Eşyalı,1,1,1,55,48
47500,Ankara,Çankaya,Maltepe,4. floor,2,Kombi,4,Eşyalı,2,3,0,110,90
25000,Ankara,Çankaya,Metin Akkuş,2. floor,25,Kombi,2,Eşyalı Değil,1,3,1,125,120
43000,Ankara,Çankaya,Ayrancı,6. floor,21,Merkezi,21,Eşyalı Değil,2,3,1,185,180
22000,Ankara,Çankaya,Umut,Entrance floor,31,Kombi,4,Eşyalı Değil,1,2,1,115,100
22000,Ankara,Gölbaşı,İncek,2. floor,0,Kombi,3,Eşyalı Değil,2,2,1,90,85
28000,Ankara,Çankaya,Aşıkpaşa,2. floor,10,Kombi,3,Eşyalı,1,3,1,130,120
25000,Ankara,Çankaya,Yukarı Bahçelievler,3. floor,45,Merkezi,4,Eşyalı Değil,1,2,1,95,80
16500,Ankara,Altındağ,Aydınlıkevler,3. floor,35,Kombi,3,Eşyalı Değil,1,3,1,125,110
17000,Ankara,Keçiören,Aşağı Eğlence,High entrance,35,Kombi,3,Eşyalı Değil,1,3,1,120,100
25000,Ankara,Yenimahalle,İlkyerleşim,3. floor,25,Kombi,8,Eşyalı Değil,1,3,1,125,120
16900,Ankara,Keçiören,Pınarbaşı,Middle floor,50,Kombi,4,Eşyalı Değil,1,3,1,120,110
30000,Ankara,Çankaya,Yukarı Bahçelievler,2. floor,35,Kombi,3,Eşyalı Değil,1,3,1,135,120
32000,Ankara,Çankaya,Kavaklıdere,2. floor,34,Merkezi,5,Eşyalı,1,3,1,130,120
30000,Ankara,Çankaya,Maltepe,5. floor,45,Kombi,6,Eşyalı Değil,1,3,1,140,135
30000,Ankara,Çankaya,Kavaklıdere,1. floor,40,Kombi,4,Eşyalı Değil,1,3,1,120,110
39000,Ankara,Çankaya,Çukurambar,19. floor,0,VRV,32,Eşyalı Değil,1,1,1,80,52
32000,Ankara,Çankaya,Aşağı Öveçler,2. floor,21,Kombi,1,Eşyalı Değil,2,3,1,145,130
25000,Ankara,Çankaya,İşçi Blokları,2. floor,40,Kombi,5,Eşyalı Değil,1,2,1,105,95
35000,Ankara,Çankaya,Remzi Oğuz Arık,Middle floor,35,Merkezi,4,Eşyalı,1,3,1,120,110
22500,Ankara,Çankaya,Alacaatlı,16. floor,6,Merkezi (Pay Ölçer),17,Eşyalı,1,1,1,49,42
35000,Ankara,Yenimahalle,Emniyet,21-,0,Merkezi (Pay Ölçer),31,Eşyalı Değil,1,1,1,86,56
30000,Ankara,Çankaya,Büyükesat,2. floor,30,Merkezi,2,Eşyalı Değil,1,3,1,135,125
28000,Ankara,Çankaya,Yukarı Bahçelievler,2. floor,30,Merkezi,4,Eşyalı Değil,2,3,1,125,120
20000,Ankara,Etimesgut,Topçu,3. floor,15,Kombi,3,Eşyalı,1,3,1,125,115
28000,Ankara,Mamak,Mehtap,1. floor,10,Kombi,3,Eşyalı,1,3,1,120,110
10500,Ankara,Polatlı,Cumhuriyet,2. floor,25,Kombi,5,Eşyalı Değil,1,3,1,135,120
17500,Ankara,Keçiören,Şehit Kubilay,4. floor,12,Kombi,7,Eşyalı Değil,1,3,1,135,125
13500,Ankara,Keçiören,Pınarbaşı,1. floor,30,Kombi,3,Eşyalı Değil,1,3,1,130,120
25000,Ankara,Etimesgut,Yeşilova,High entrance,10,Merkezi,5,Eşyalı Değil,2,3,1,165,160
27000,Ankara,Yenimahalle,Ragıp Tüzün,Middle floor,28,Kombi,4,Eşyalı,1,3,1,110,100
20000,Ankara,Çankaya,Birlik,High entrance,25,Kombi,4,Eşyalı Değil,1,3,1,120,115
29000,Ankara,Çankaya,İşçi Blokları,7. floor,6,Merkezi (Pay Ölçer),13,Eşyalı,1,1,0,48,44
26000,Ankara,Çankaya,Birlik,2. floor,0,Merkezi (Pay Ölçer),3,Eşyalı Değil,1,2,1,92,82
25000,Ankara,Çankaya,Harbiye,3. floor,29,Kombi,3,Eşyalı Değil,1,3,1,115,106
70000,Ankara,Çankaya,Güzeltepe,Middle floor,23,Merkezi,9,Eşyalı,2,3,1,160,150
19000,Ankara,Altındağ,Aydınlıkevler,Middle floor,38,Merkezi,3,Eşyalı Değil,1,3,1,145,130
17000,Ankara,Mamak,Şahintepe,3. floor,18,Kombi,3,Eşyalı Değil,1,3,1,135,130
20000,Ankara,Yenimahalle,Mehmet Akif Ersoy,8. floor,5,Merkezi (Pay Ölçer),17,Eşyalı Değil,1,2,1,65,64
15500,Ankara,Yenimahalle,Ergenekon,Garden floor,25,Kombi,3,Eşyalı,2,2,1,85,80
32000,Ankara,Çankaya,Yukarı Dikmen,3. floor,0,Kombi,3,Eşyalı Değil,1,3,1,105,95
13000,Ankara,Yenimahalle,Demetgül,5. floor,30,Kombi,10,Eşyalı Değil,1,3,1,130,120
20000,Ankara,Keçiören,Hasköy,Entrance floor,15,Kombi,3,Eşyalı,1,3,1,110,100
25000,Ankara,Çankaya,Güzeltepe,3. floor,45,Kombi,3,Eşyalı Değil,1,3,1,115,110
28000,Ankara,Çankaya,Oğuzlar,3. floor,29,Kombi,3,Eşyalı Değil,1,3,1,129,119
18000,Ankara,Altındağ,Zübeyde Hanım,1. floor,35,Kombi,4,Eşyalı,1,3,1,110,105
26000,Ankara,Keçiören,Ayvalı,2. floor,25,Kombi,3,Eşyalı Değil,1,4,1,150,145
27000,Ankara,Yenimahalle,Ata,3. floor,10,Merkezi (Pay Ölçer),10,Eşyalı Değil,2,3,1,135,125
8500,Ankara,Altındağ,Örnek,Last floor floor,51,Kombi,5,Eşyalı Değil,1,2,1,80,70
35000,Ankara,Çankaya,İşçi Blokları,5. floor,35,Kombi,5,Eşyalı,1,2,1,100,90
24000,Ankara,Mamak,Ege,10. floor,7,Kombi,12,Eşyalı Değil,1,3,1,140,125
14000,Ankara,Keçiören,Etlik,Entrance floor,30,Kombi,3,Eşyalı Değil,1,2,1,100,90
15000,Ankara,Keçiören,Etlik,High entrance,18,Kombi,4,Eşyalı Değil,1,2,1,120,110
14500,Ankara,Keçiören,İncirli,Entrance floor,25,Kombi,3,Eşyalı Değil,1,2,1,105,95
36500,Ankara,Çankaya,Yukarı Dikmen,8. floor,25,Merkezi (Pay Ölçer),9,Eşyalı Değil,2,4,1,200,180
17250,Ankara,Çankaya,Huzur,-1,17,Kombi,3,Eşyalı Değil,1,3,1,120,100
15250,Ankara,Mamak,Durali Alıç,2. floor,9,Kombi,4,Eşyalı Değil,1,3,1,130,120
20750,Ankara,Mamak,Boğaziçi,Teras floor,4,Kombi,4,Eşyalı Değil,1,4,1,170,165
14950,Ankara,Keçiören,İncirli,High entrance,25,Kombi,3,Eşyalı Değil,1,3,1,105,95
17000,Ankara,Keçiören,Adnan Menderes,2. floor,13,Kombi,4,Eşyalı Değil,1,3,1,115,110
24999,Ankara,Çankaya,Akpınar,1. floor,15,Kombi,4,Eşyalı Değil,1,3,1,125,115
35000,Ankara,Çankaya,Beytepe,3. floor,0,Yerden Isıtma,13,Eşyalı,1,1,1,82,42
40000,Ankara,Çankaya,Bahçelievler,3. floor,35,Kombi,4,,1,3,1,135,125
28000,Ankara,Çankaya,Bahçelievler,3. floor,40,Merkezi,3,Eşyalı Değil,1,2,1,100,90
16500,Ankara,Yenimahalle,Varlık,High entrance,18,Kombi,3,Eşyalı Değil,1,2,1,72,70
30000,Ankara,Çankaya,Oğuzlar,1. floor,2,Merkezi,5,Eşyalı,1,1,0,50,45
20000,Ankara,Çankaya,Remzi Oğuz Arık,-1,60,Merkezi,4,Eşyalı,1,2,1,100,85
25000,Ankara,Etimesgut,Turkuaz,2. floor,11,Merkezi,12,Eşyalı,1,3,1,132,125
22000,Ankara,Çankaya,Barbaros,-1 -1,45,Kombi,4,Eşyalı,1,2,1,90,85
18500,Ankara,Keçiören,Aşağı Eğlence,2. floor,31,Merkezi,3,Eşyalı Değil,1,3,1,105,95
25000,Ankara,Çankaya,Osman Temiz,High entrance,5,Kombi,3,Eşyalı Değil,2,2,1,80,75
40000,Ankara,Çankaya,Emek,3. floor,4,Kombi,3,Eşyalı,1,2,1,119,110
20500,Ankara,Yenimahalle,Ergazi,6. floor,4,Merkezi (Pay Ölçer),13,Eşyalı Değil,1,1,1,50,45
15500,Ankara,Keçiören,Kalaba,-1,30,Kombi,4,Eşyalı Değil,1,3,1,100,90
24000,Ankara,Keçiören,Yayla,4. floor,11,Kombi,5,Eşyalı Değil,1,3,1,130,120
15500,Ankara,Çankaya,Naci Çakır,-1,20,Kombi,3,Eşyalı Değil,1,2,1,90,85
23000,Ankara,Çankaya,Akpınar,3. floor,20,Kombi,5,Eşyalı Değil,1,3,1,130,120
21000,Ankara,Etimesgut,Şehit Osman Avcı,7. floor,4,Merkezi (Pay Ölçer),9,Eşyalı Değil,1,1,1,70,55
42500,Ankara,Etimesgut,Bağlıca,High entrance,5,Kombi,5,Eşyalı Değil,2,4,1,250,200
15000,Ankara,Keçiören,Karargahtepe,High entrance,25,Kombi,3,,1,3,1,125,115
21000,Ankara,Mamak,Abidinpaşa,3. floor,35,Kombi,3,Eşyalı,1,3,1,110,100
62500,Ankara,Çankaya,Oran,15. floor,0,Merkezi (Pay Ölçer),30,Eşyalı Değil,2,4,1,192,171
15000,Ankara,Pursaklar,Saray Fatih,1. floor,9,Kombi,3,,1,2,1,100,95
19900,Ankara,Çankaya,Umut,Ground floor,32,Kombi,2,Eşyalı Değil,1,3,1,130,120
22000,Ankara,Etimesgut,Güzelkent,Last floor floor,25,Kombi,5,Eşyalı Değil,1,3,1,140,130
15000,Ankara,Keçiören,Aşağı Eğlence,-2,30,Kombi,3,Eşyalı Değil,1,2,1,100,99
20000,Ankara,Gölbaşı,İncek,High entrance,0,Kombi,2,,1,1,1,37,34
26000,Ankara,Çankaya,Naci Çakır,1. floor,18,Kombi,2,Eşyalı Değil,1,3,1,120,110
16500,Ankara,Keçiören,Tepebaşı,1. floor,30,Kombi,3,Eşyalı Değil,1,3,1,110,105
25500,Ankara,Yenimahalle,Batı Sitesi,4. floor,30,Kombi,4,Eşyalı Değil,1,3,1,130,120
35000,Ankara,Çankaya,Bahçelievler,3. floor,40,Merkezi,3,Eşyalı,1,3,1,120,110
17000,Ankara,Keçiören,İncirli,1. floor,19,Kombi,3,Eşyalı Değil,1,3,1,125,115
16000,Ankara,Keçiören,Ayvalı,-1,30,Kombi,5,Eşyalı Değil,1,3,1,120,100
15000,Ankara,Keçiören,Basınevleri,3. floor,43,Kombi,3,Eşyalı Değil,1,3,1,125,120
30000,Ankara,Çankaya,Güvenevler,1. floor,30,Merkezi,3,Eşyalı Değil,1,4,1,150,140
42500,Ankara,Çankaya,Çiğdem,5. floor,10,Kombi,10,Eşyalı Değil,2,4,1,210,180
40000,Ankara,Yenimahalle,Susuz,14. floor,6,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,4,1,200,170
19000,Ankara,Sincan,Mustafa Kemal,2. floor,2,Kombi,4,Eşyalı Değil,1,3,1,120,110
17000,Ankara,Etimesgut,Topçu,Entrance floor,17,Kombi,10,Eşyalı Değil,1,3,1,110,100
17000,Ankara,Keçiören,Yeşiltepe,12. floor,15,Merkezi,12,Eşyalı Değil,1,3,1,110,106
35000,Ankara,Çankaya,Anıttepe,Entrance floor,5,Kombi,3,Eşyalı,1,1,0,65,60
15000,Ankara,Çankaya,Emek,-1,35,Merkezi,3,Eşyalı Değil,1,1,1,42,35
17500,Ankara,Etimesgut,Göksu,8. floor,19,Kombi,11,Eşyalı Değil,1,1,1,73,65
28500,Ankara,Yenimahalle,Yeni Batı,4. floor,16,Kombi,11,Eşyalı Değil,2,3,1,138,128
20000,Ankara,Çankaya,Gaziosmanpaşa,-1,30,Kombi,4,Eşyalı Değil,1,2,1,90,85
18000,Ankara,Çankaya,Umut,-2,20,Kombi,4,Eşyalı Değil,1,4,1,150,140
26500,Ankara,Çankaya,Aşıkpaşa,3. floor,25,Kombi,3,Eşyalı Değil,1,4,1,145,135
23500,Ankara,Etimesgut,Topçu,2. floor,0,Kombi,3,Eşyalı Değil,1,2,1,100,77
25000,Ankara,Çankaya,Metin Akkuş,2. floor,25,Kombi,2,Eşyalı Değil,1,3,1,125,120
20000,Ankara,Mamak,Abidinpaşa,High entrance,40,Kombi,2,Eşyalı,1,2,1,110,80
16000,Ankara,Sincan,Mareşal Çakmak,2. floor,25,Kombi,4,Eşyalı Değil,1,2,1,125,115
18700,Ankara,Keçiören,Yakacık,2. floor,35,Kombi,3,Eşyalı Değil,1,3,1,130,120
23000,Ankara,Çankaya,Esatoğlu,High entrance,40,Merkezi,3,Eşyalı Değil,1,3,1,110,90
20000,Ankara,Altındağ,Güneşevler,1. floor,10,Kombi,3,Eşyalı Değil,1,3,1,130,125
16000,Ankara,Etimesgut,Atakent,2. floor,15,Kombi,3,Eşyalı Değil,1,3,1,110,100
21000,Ankara,Çankaya,Aşıkpaşa,1. floor,10,Kombi,3,Eşyalı Değil,1,3,1,150,140
26500,Ankara,Çankaya,Büyükesat,Entrance floor,25,Merkezi,3,Eşyalı,1,1,1,85,80
9000,Ankara,Çubuk,Esenboğa Merkez,High entrance,4,Kombi,2,Eşyalı Değil,1,1,1,45,40
18000,Ankara,Yenimahalle,Ostim OSB,3. floor,11,Kombi,3,Eşyalı Değil,1,3,1,130,120
18500,Ankara,Çankaya,Çamlıtepe,2. floor,40,Kombi,3,Eşyalı Değil,1,3,1,110,100
15000,Ankara,Çankaya,Göktürk,-1,25,Kombi,3,Eşyalı Değil,1,3,1,95,85
18000,Ankara,Çankaya,Huzur,2. floor,20,Kombi,4,Eşyalı Değil,1,3,1,130,115
