price,city,region,district,floor,age,heating_type,total_floors,furnished_house,baths,rooms,salon,area,net area
39000,Ankara,Çankaya,Bahçelievler,3. floor,30,Kombi,3,Eşyalı Değil,1,3,1,130,120
23000,Ankara,Çankaya,Harbiye,3. floor,23,Merkezi,3,Eşyalı Değil,1,4,1,180,160
18000,Ankara,Keçiören,İncirli,1. floor,20,Kombi,4,Eşyalı Değil,1,3,1,120,110
37000,Ankara,Etimesgut,Yeşilova,Middle floor,2,Merkezi (Pay Ölçer),22,Eşyalı Değil,2,3,1,150,130
45000,Ankara,Çankaya,Keklik Pınarı,2. floor,15,Kombi,4,Eşyalı Değil,2,4,1,195,180
35000,Ankara,Yenimahalle,Susuz,3. floor,0,Merkezi (Pay Ölçer),11,Eşyalı Değil,2,4,1,160,130
15000,Ankara,Keçiören,Etlik,Ground floor,25,Kombi,3,Eşyalı,1,3,1,135,130
18000,Ankara,Keçiören,Kalaba,Last floor floor,28,Kombi,4,Eşyalı Değil,1,3,1,145,135
52000,Ankara,Çankaya,Bahçelievler,1. floor,0,Kombi,3,Eşyalı Değil,1,3,1,140,130
23000,Ankara,Çankaya,Ön Cebeci,Middle floor,35,Kombi,4,Eşyalı Değil,1,3,1,115,110
23000,Ankara,Çankaya,Kocatepe,3. floor,60,Kombi,5,Eşyalı Değil,1,3,1,140,130
23000,Ankara,Çankaya,Akpınar,1. floor,20,Kombi,3,Eşyalı,2,3,1,135,130
15000,Ankara,Pursaklar,Saray Cumhuriyet,4. floor,12,Kombi,4,Eşyalı,1,1,1,90,80
20000,Ankara,Pursaklar,Saray Cumhuriyet,4. floor,11,Kombi,4,Eşyalı,1,2,1,110,100
18500,Ankara,Gölbaşı,İncek,High entrance,1,Kombi,3,Eşyalı Değil,1,1,1,52,48
32000,Ankara,Keçiören,Ovacık,3. floor,4,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,4,1,210,187
30000,Ankara,Çankaya,Ayrancı,3. floor,45,Merkezi,4,Eşyalı Değil,1,3,1,140,120
30000,Ankara,Çankaya,Ayrancı,2. floor,45,Kombi,4,Eşyalı,1,3,1,120,110
25000,Ankara,Keçiören,Esertepe,8. floor,20,Kombi,14,Eşyalı Değil,1,3,1,125,115
22500,Ankara,Yenimahalle,Burç,5. floor,12,Kombi,6,,2,3,1,140,125
35000,Ankara,Çankaya,Emek,-1,7,Kombi,5,Eşyalı,1,2,1,85,75
33500,Ankara,Çankaya,Bahçelievler,High entrance,40,Merkezi,3,Eşyalı Değil,1,3,1,120,110
34000,Ankara,Çankaya,Anıttepe,High entrance,5,Kombi,4,Eşyalı,1,1,1,55,45
18500,Ankara,Çankaya,Şehit Cevdet Özdemir,High entrance,25,Kombi,3,Eşyalı Değil,1,3,1,120,105
19500,Ankara,Çankaya,Mürsel Uluç,High entrance,20,Kombi,5,Eşyalı Değil,1,3,1,115,105
27000,Ankara,Çankaya,Oran,2. floor,25,Merkezi,8,Eşyalı Değil,1,3,1,110,100
38000,Ankara,Etimesgut,Yeni Bağlıca,11. floor,10,Merkezi (Pay Ölçer),11,Eşyalı Değil,2,4,1,185,160
35000,Ankara,Çankaya,Kızılay,3. floor,35,Kombi,4,Eşyalı,1,3,1,125,110
25000,Ankara,Etimesgut,Şehit Osman Avcı,9. floor,10,Yerden Isıtma,12,Eşyalı,1,1,1,62,52
19000,Ankara,Çankaya,Emek,Garden floor,35,Merkezi,3,Eşyalı,1,2,1,85,80
16000,Ankara,Çankaya,Umut,1. floor,30,Kombi,2,Eşyalı Değil,1,3,1,105,90
20000,Ankara,Yenimahalle,Demetlale,8. floor,30,Kombi,9,Eşyalı Değil,1,3,1,110,105
29000,Ankara,Çankaya,Ayrancı,3. floor,40,Merkezi,4,Eşyalı Değil,1,3,1,135,125
41000,Ankara,Çankaya,Aziziye,Middle floor,45,Kombi,3,Eşyalı,1,4,1,140,120
35000,Ankara,Çankaya,Emek,2. floor,15,Kombi,4,Eşyalı Değil,1,3,1,120,110
27500,Ankara,Çankaya,Emek,High entrance,25,Kombi,4,Eşyalı Değil,1,4,1,130,120
16500,Ankara,Çankaya,İlker,High entrance,24,Kombi,3,Eşyalı Değil,1,3,1,114,100
21000,Ankara,Sincan,Pınarbaşı,Middle floor,10,Kombi,4,Eşyalı Değil,2,3,1,130,120
18500,Ankara,Keçiören,Kanuni,2. floor,5,Kombi,4,Eşyalı Değil,1,3,1,135,130
30000,Ankara,Çankaya,Keklik Pınarı,1. floor,20,Merkezi,9,Eşyalı Değil,1,4,1,160,150
25500,Ankara,Gölbaşı,Taşpınar,2. floor,2,Kombi,2,Eşyalı Değil,1,2,1,115,100
24500,Ankara,Çankaya,İlkadım,High entrance,2,Kombi,4,Eşyalı Değil,1,2,1,95,85
26000,Ankara,Çankaya,Aşağı Öveçler,Last floor floor,20,Kombi,4,Eşyalı Değil,1,3,1,130,120
16000,Ankara,Keçiören,Pınarbaşı,3. floor,30,Kombi,3,Eşyalı Değil,1,3,1,130,110
17750,Ankara,Sincan,Mustafa Kemal,Last floor floor,10,Kombi,3,Eşyalı Değil,1,3,1,130,110
24000,Ankara,Çankaya,Huzur,2. floor,25,Kombi,3,Eşyalı Değil,1,3,1,120,110
22500,Ankara,Çankaya,Kavaklıdere,2. floor,39,Merkezi,4,Eşyalı Değil,1,3,1,120,110
17000,Ankara,Çankaya,Topraklık,Middle floor,35,Kombi,3,Eşyalı,1,3,1,115,110
28500,Ankara,Çankaya,Anıttepe,-1,0,Kombi,4,Eşyalı Değil,1,1,1,55,50
26000,Ankara,Çankaya,Birlik,1. floor,0,Merkezi (Pay Ölçer),3,Eşyalı Değil,1,2,1,80,75
17000,Ankara,Keçiören,Emrah,Last floor floor,38,Kombi,2,Eşyalı Değil,1,3,1,105,95
32000,Ankara,Çankaya,İlkadım,15. floor,10,Kombi,22,Eşyalı Değil,1,3,1,120,110
61000,Ankara,Yenimahalle,Emniyet,21-,1,Merkezi (Pay Ölçer),31,Eşyalı Değil,,4,1,193,142
17000,Ankara,Polatlı,İstiklal,Middle floor,2,Kombi,7,Eşyalı Değil,2,3,1,150,135
16000,Ankara,Sincan,Andiçen,High entrance,11,Kombi,4,Eşyalı Değil,1,3,1,120,110
15000,Ankara,Çankaya,Ertuğrulgazi,Entrance floor,35,Kombi,3,Eşyalı Değil,1,2,1,85,75
14000,Ankara,Mamak,Aşık Veysel,High entrance,30,Kombi,4,Eşyalı,1,2,1,85,80
20000,Ankara,Çankaya,Seyranbağları,Middle floor,40,Merkezi,3,Eşyalı Değil,1,3,1,110,100
16000,Ankara,Çankaya,Çamlıtepe,-1,15,Kombi,4,Eşyalı,1,2,1,84,80
21000,Ankara,Çankaya,Şehit Cengiz Karaca,-3,25,Kombi,2,Eşyalı,1,3,1,100,90
36000,Ankara,Keçiören,Ovacık,5. floor,0,Merkezi (Pay Ölçer),24,Eşyalı Değil,2,4,1,210,185
38500,Ankara,Keçiören,Ovacık,5. floor,0,Merkezi (Pay Ölçer),20,Eşyalı Değil,2,3,2,160,140
26500,Ankara,Yenimahalle,Barıştepe,9. floor,15,Kombi,11,Eşyalı Değil,1,3,1,140,130
35000,Ankara,Keçiören,Ovacık,5. floor,0,Merkezi (Pay Ölçer),16,Eşyalı Değil,2,4,1,180,160
42000,Ankara,Keçiören,Ovacık,12. floor,0,Yerden Isıtma,21,Eşyalı Değil,2,4,1,230,210
35000,Ankara,Keçiören,Ovacık,10. floor,0,Merkezi (Pay Ölçer),24,Eşyalı Değil,2,4,1,210,185
19000,Ankara,Keçiören,Şehit Kubilay,2. floor,5,Kombi,3,Eşyalı Değil,1,2,1,95,90
16500,Ankara,Yenimahalle,Yakacık,Middle floor,0,Kombi,4,Eşyalı Değil,2,3,1,130,120
18000,Ankara,Çankaya,Ertuğrulgazi,2. floor,31,Kombi,4,Eşyalı Değil,1,3,1,90,80
32500,Ankara,Çankaya,Fakülteler,4. floor,26,Kombi,5,Eşyalı,1,3,1,115,110
19500,Ankara,Çankaya,Sokullu Mehmet Paşa,1. floor,26,Kombi,3,Eşyalı Değil,1,3,1,120,115
50000,Ankara,Çankaya,Yukarı Bahçelievler,4. floor,20,Kombi,4,Eşyalı,2,3,1,200,180
38000,Ankara,Çankaya,Yücetepe,1. floor,3,Kombi,4,Eşyalı,17,2,1,75,70
35000,Ankara,Çankaya,Yukarı Bahçelievler,4. floor,50,Merkezi,10,Eşyalı Değil,1,2,1,80,75
153000,Ankara,Çankaya,Mutlukent,2. floor,7,Merkezi (Pay Ölçer),7,Eşyalı,1,5,1,300,275
57000,Ankara,Çankaya,İlkbahar,7. floor,3,Merkezi (Pay Ölçer),14,Eşyalı Değil,2,4,1,210,170
50000,Ankara,Etimesgut,Yeşilova,16. floor,1,Merkezi (Pay Ölçer),22,Eşyalı Değil,3,4,1,250,210
50000,Ankara,Etimesgut,Yeşilova,16. floor,2,Merkezi (Pay Ölçer),20,Eşyalı Değil,3,4,1,250,220
46000,Ankara,Etimesgut,Göksu,11. floor,10,Merkezi (Pay Ölçer),29,Eşyalı Değil,2,4,1,190,176
9500,Ankara,Çubuk,Esenboğa Merkez,1. floor,0,Kombi,2,Eşyalı Değil,1,1,1,50,45
10000,Ankara,Çubuk,Esenboğa Merkez,High entrance,0,Kombi,2,Eşyalı Değil,1,2,1,60,55
10000,Ankara,Çubuk,Esenboğa Merkez,Middle floor,1,Kombi,5,Eşyalı Değil,1,1,1,50,45
20250,Ankara,Çankaya,Mürsel Uluç,1. floor,14,Kombi,3,Eşyalı Değil,1,3,1,125,120
18500,Ankara,Keçiören,Şehit Kubilay,1. floor,8,Kombi,4,Eşyalı Değil,1,3,1,135,120
23000,Ankara,Çankaya,Güvenevler,Entrance floor,25,Merkezi,5,Eşyalı,1,1,1,65,59
29000,Ankara,Çankaya,Kavaklıdere,4. floor,30,Merkezi (Pay Ölçer),4,Eşyalı Değil,1,3,1,125,120
16000,Ankara,Mamak,Kartaltepe,2. floor,12,Kombi,2,Eşyalı Değil,1,2,1,130,120
35500,Ankara,Çankaya,Yukarı Bahçelievler,Middle floor,20,Merkezi (Pay Ölçer),4,Eşyalı Değil,2,4,1,195,180
10000,Ankara,Çubuk,Esenboğa Merkez,Middle floor,0,Kombi,3,Eşyalı Değil,1,1,1,50,45
70000,Ankara,Çankaya,Güzeltepe,2. floor,25,Kombi,4,Eşyalı Değil,2,4,1,220,185
65000,Ankara,Çankaya,İlkbahar,4. floor,4,Merkezi (Pay Ölçer),16,Eşyalı,2,4,1,170,160
28000,Ankara,Çankaya,Gaziosmanpaşa,High entrance,45,Merkezi,3,Eşyalı Değil,1,3,1,140,130
35000,Ankara,Çankaya,Huzur,3. floor,12,Kombi,4,Eşyalı,1,3,1,130,120
12500,Ankara,Sincan,Tandoğan,High entrance,20,Kombi,4,Eşyalı Değil,1,2,1,100,90
20000,Ankara,Keçiören,Adnan Menderes,4. floor,20,Kombi,4,Eşyalı Değil,1,3,1,135,130
16250,Ankara,Keçiören,Ayvalı,2. floor,20,Kombi,4,Eşyalı Değil,1,3,1,120,110
17500,Ankara,Yenimahalle,Demetgül,5. floor,25,Kombi,5,Eşyalı Değil,1,3,1,125,120
50000,Ankara,Çankaya,Aziziye,3. floor,17,Merkezi,26,Eşyalı,1,3,1,170,150
17500,Ankara,Mamak,Hürel,4. floor,6,Kombi,4,Eşyalı Değil,1,2,1,100,90
21000,Ankara,Etimesgut,Ahi Mesut,11. floor,15,Kombi,11,Eşyalı Değil,2,3,1,150,130
22500,Ankara,Keçiören,Ayvalı,1. floor,15,Kombi,3,Eşyalı Değil,1,2,1,110,100
22500,Ankara,Mamak,Çağlayan,3. floor,10,Kombi,3,Eşyalı Değil,2,5,1,200,180
15750,Ankara,Mamak,General Zeki Doğan,High entrance,15,Kombi,3,Eşyalı Değil,1,3,1,125,115
35000,Ankara,Çankaya,Güvenevler,4. floor,0,Kombi,2,Eşyalı,1,2,1,110,96
20000,Ankara,Sincan,Menderes,Middle floor,0,Kombi,4,Eşyalı Değil,2,3,1,125,120
35000,Ankara,Yenimahalle,Susuz,2. floor,5,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,4,1,180,165
37000,Ankara,Çankaya,Emek,Entrance floor,40,Kombi,3,Eşyalı Değil,1,3,1,110,100
19000,Ankara,Keçiören,Kavacık Subayevleri,Entrance floor,25,Kombi,3,Eşyalı,1,2,1,100,90
26500,Ankara,Çankaya,Ata,2. floor,14,Kombi,4,Eşyalı Değil,1,3,1,140,130
15000,Ankara,Çankaya,Şehit Cevdet Özdemir,High entrance,25,Kombi,3,Eşyalı Değil,1,2,1,85,80
28000,Ankara,Çankaya,100. Yıl,High entrance,29,Merkezi,2,Eşyalı,1,1,1,75,58
25000,Ankara,Mamak,Cengizhan,4. floor,6,Kombi,10,,2,3,1,170,160
19000,Ankara,Çankaya,Seyranbağları,3. floor,45,Kombi,4,Eşyalı Değil,1,2,1,95,90
15000,Ankara,Altındağ,Feridun Çelik,High entrance,5,Kombi,4,Eşyalı Değil,1,2,1,100,90
20000,Ankara,Sincan,Menderes,1. floor,5,Kombi,4,Eşyalı Değil,2,3,1,140,125
16500,Ankara,Sincan,Tandoğan,1. floor,20,Kombi,3,Eşyalı Değil,1,3,1,125,120
18000,Ankara,Çankaya,Aydınlar,2. floor,30,Kombi,2,Eşyalı Değil,1,2,1,110,100
34900,Ankara,Çankaya,Sokullu Mehmet Paşa,3. floor,29,Kombi,3,Eşyalı Değil,1,3,1,124,120
22000,Ankara,Etimesgut,Devlet,5. floor,2,Merkezi (Pay Ölçer),31,Eşyalı Değil,1,1,1,60,50
17000,Ankara,Etimesgut,Süvari,2. floor,15,Kombi,3,Eşyalı Değil,1,3,1,95,90
18000,Ankara,Etimesgut,Kazım Karabekir,2. floor,18,Kombi,3,Eşyalı Değil,1,3,1,119,110
23500,Ankara,Keçiören,Esertepe,2. floor,15,Kombi,3,Eşyalı Değil,2,3,1,115,105
24000,Ankara,Keçiören,Kanuni,2. floor,10,Kombi,3,Eşyalı Değil,2,3,1,120,110
22500,Ankara,Keçiören,Atapark,3. floor,15,Kombi,3,Eşyalı Değil,2,3,1,130,120
25000,Ankara,Keçiören,Aşağı Eğlence,High entrance,21,Kombi,3,Eşyalı Değil,2,3,1,120,110
16000,Ankara,Keçiören,Etlik,High entrance,23,Kombi,3,Eşyalı Değil,1,2,1,100,90
35000,Ankara,Keçiören,Ovacık,2. floor,4,Merkezi (Pay Ölçer),16,Eşyalı Değil,2,4,1,200,180
20000,Ankara,Keçiören,Etlik,High entrance,23,Kombi,3,Eşyalı,1,3,1,110,100
25000,Ankara,Keçiören,Etlik,5. floor,18,Kombi,14,Eşyalı Değil,1,3,1,140,130
35000,Ankara,Keçiören,Yayla,6. floor,1,Merkezi,25,,2,4,1,250,190
41500,Ankara,Çankaya,Anıttepe,4. floor,6,Kombi,4,Eşyalı,2,1,1,75,52
19000,Ankara,Keçiören,İncirli,2. floor,35,Kombi,3,Eşyalı Değil,1,3,1,130,123
16500,Ankara,Etimesgut,Altay,High entrance,30,Merkezi,4,Eşyalı Değil,1,1,1,85,70
13000,Ankara,Polatlı,Cumhuriyet,2. floor,28,Kombi,2,Eşyalı Değil,1,3,1,125,120
10000,Ankara,Yenimahalle,Esentepe,3. floor,15,Kombi,4,Eşyalı Değil,2,6,2,200,175
21000,Ankara,Çankaya,Ertuğrulgazi,Entrance floor,35,Kombi,3,Eşyalı,1,3,1,95,85
17000,Ankara,Çankaya,Harbiye,High entrance,30,Kombi,3,Eşyalı Değil,1,3,1,100,90
15000,Ankara,Çankaya,Yukarı Bahçelievler,Entrance floor,60,Doğalgaz Sobası,5,Eşyalı Değil,1,1,1,61,60
65000,Ankara,Yenimahalle,Mehmet Akif Ersoy,21-,7,Merkezi (Pay Ölçer),40,Eşyalı,2,3,1,165,152
20500,Ankara,Polatlı,Gazi,2. floor,0,Yerden Isıtma,6,Eşyalı,1,1,1,65,50
40000,Ankara,Keçiören,Ayvalı,Middle floor,20,Kombi,10,,2,4,1,180,160
15000,Ankara,Çankaya,100. Yıl,3. floor,30,Merkezi,3,,1,1,1,60,50
31000,Ankara,Çankaya,Emek,High entrance,25,Kombi,3,Eşyalı Değil,1,3,1,125,120
30000,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,5. floor,23,Kombi,5,Eşyalı,1,3,1,118,110
35000,Ankara,Pursaklar,Mimar Sinan,10. floor,5,Kombi,15,,2,4,1,180,165
26000,Ankara,Çankaya,İlkbahar,3. floor,20,Kombi,4,Eşyalı Değil,1,3,1,135,125
22000,Ankara,Çankaya,Karapınar,3. floor,15,Kombi,4,Eşyalı Değil,2,3,1,135,125
22000,Ankara,Çankaya,Aydınlar,1. floor,25,Kombi,2,Eşyalı Değil,1,3,1,120,110
24000,Ankara,Çankaya,Gökkuşağı,3. floor,21,Kombi,3,Eşyalı,1,3,1,135,120
15000,Ankara,Polatlı,Cumhuriyet,2. floor,10,Kombi,4,Eşyalı Değil,1,3,1,180,165
30000,Ankara,Çankaya,Aşağı Öveçler,2. floor,25,Kombi,3,Eşyalı,2,3,1,135,130
19500,Ankara,Çankaya,Huzur,1. floor,21,Kombi,3,Eşyalı Değil,1,3,1,130,125
20000,Ankara,Pursaklar,Fatih,2. floor,15,Kombi,3,Eşyalı Değil,1,3,1,125,120
25000,Ankara,Çankaya,Harbiye,1. floor,28,Merkezi,3,Eşyalı Değil,1,3,1,137,123
30000,Ankara,Yenimahalle,Kardelen,2. floor,13,Kombi,13,Eşyalı Değil,2,3,1,170,145
22000,Ankara,Mamak,Fahri Korutürk,Roof floor,10,Kombi,3,Eşyalı Değil,2,5,1,270,250
42000,Ankara,Çankaya,Üniversiteler,2. floor,30,Merkezi (Pay Ölçer),14,Eşyalı Değil,1,3,1,150,135
17500,Ankara,Altındağ,Aydınlıkevler,Middle floor,25,Kombi,3,Eşyalı,1,2,1,85,80
38000,Ankara,Gölbaşı,İncek,9. floor,7,Merkezi (Pay Ölçer),13,,2,3,1,160,150
25000,Ankara,Çankaya,Balgat,Last floor floor,30,Kombi,2,Eşyalı Değil,1,3,1,107,100
19000,Ankara,Altındağ,Zübeyde Hanım,Last floor floor,15,Kombi,3,Eşyalı Değil,1,3,1,110,100
45000,Ankara,Çankaya,Güzeltepe,Ground floor,16,Merkezi (Pay Ölçer),13,Eşyalı Değil,2,4,1,180,160
75000,Ankara,Çankaya,100. Yıl,Last floor floor,10,Merkezi,3,Eşyalı Değil,3,6,1,600,500
22000,Ankara,Yenimahalle,Demetlale,6. floor,35,Kombi,7,Eşyalı Değil,1,3,1,130,120
38500,Ankara,Çankaya,Şehit Cengiz Karaca,-1,20,Kombi,5,Eşyalı,1,3,1,120,115
32000,Ankara,Çankaya,Bademlidere,5. floor,15,Kombi,5,Eşyalı Değil,2,5,1,280,250
21999,Ankara,Altındağ,Yıldıztepe,2. floor,0,Kombi,3,Eşyalı Değil,1,3,1,115,110
31500,Ankara,Keçiören,Uyanış,2. floor,10,Kombi,3,Eşyalı,2,4,1,170,159
25000,Ankara,Keçiören,Ayvalı,3. floor,25,Kombi,3,Eşyalı Değil,2,3,1,140,130
27000,Ankara,Etimesgut,Turkuaz,11. floor,14,Merkezi,14,Eşyalı,2,4,1,192,149
27000,Ankara,Çankaya,Birlik,1. floor,25,Kombi,3,Eşyalı Değil,1,4,1,170,155
25500,Ankara,Etimesgut,Bağlıca,High entrance,4,Kombi,7,Eşyalı Değil,1,2,1,95,85
35000,Ankara,Çankaya,Aşağı Öveçler,4. floor,22,Merkezi,9,Eşyalı,1,3,1,130,120
40000,Ankara,Çankaya,Yaşamkent,6. floor,20,Merkezi (Pay Ölçer),12,Eşyalı Değil,2,4,1,180,165
35000,Ankara,Çankaya,Emek,3. floor,24,Kombi,3,Eşyalı Değil,1,3,1,110,100
13250,Ankara,Keçiören,Hasköy,High entrance,30,Kombi,3,Eşyalı Değil,1,3,1,105,95
29000,Ankara,Etimesgut,Yeni Bağlıca,High entrance,12,Kombi,10,Eşyalı Değil,2,2,1,135,115
18000,Ankara,Keçiören,Güçlükaya,2. floor,30,Kombi,3,Eşyalı Değil,1,3,1,120,110
19000,Ankara,Yenimahalle,Demetlale,1. floor,37,Kombi,6,Eşyalı,1,3,1,105,100
16000,Ankara,Keçiören,Bademlik,Entrance floor,22,Kombi,6,Eşyalı Değil,1,3,1,130,120
47500,Ankara,Çankaya,İşçi Blokları,1. floor,15,Kombi,9,Eşyalı,1,2,1,120,110
40000,Ankara,Çankaya,İşçi Blokları,2. floor,28,Kombi,4,Eşyalı Değil,2,4,1,140,135
26000,Ankara,Çankaya,Yücetepe,High entrance,60,Merkezi,3,Eşyalı,1,2,1,96,90
26000,Ankara,Çankaya,Osman Temiz,2. floor,30,Kombi,8,Eşyalı Değil,1,3,1,135,125
15000,Ankara,Polatlı,Cumhuriyet,1. floor,0,Kombi,3,Eşyalı Değil,1,3,1,135,120
20000,Ankara,Çankaya,Ertuğrulgazi,Entrance floor,30,Kombi,3,Eşyalı,1,3,1,110,100
38000,Ankara,Yenimahalle,Ata,6. floor,0,Merkezi (Pay Ölçer),10,Eşyalı Değil,2,4,1,175,160
17000,Ankara,Çankaya,Sokullu Mehmet Paşa,3. floor,35,Merkezi (Pay Ölçer),4,Eşyalı Değil,1,3,1,125,115
20000,Ankara,Yenimahalle,Yuvaköy,14. floor,4,Merkezi,25,Eşyalı Değil,1,1,1,100,80
15000,Ankara,Sincan,Saraycık,2. floor,0,Merkezi,4,Eşyalı Değil,2,3,1,120,110
18500,Ankara,Etimesgut,Devlet,5. floor,15,Merkezi,5,Eşyalı Değil,1,3,1,125,110
60000,Ankara,Çankaya,Çukurambar,4. floor,18,Kombi,7,Eşyalı,2,4,1,170,165
33000,Ankara,Çankaya,Kazım Özalp,High entrance,28,Merkezi,2,Eşyalı Değil,2,4,1,230,200
30000,Ankara,Yenimahalle,Ata,4. floor,15,Kombi,10,Eşyalı Değil,2,3,1,145,130
20000,Ankara,Keçiören,Aşağı Eğlence,1. floor,25,Kombi,3,Eşyalı,1,3,1,120,110
7000,Ankara,Polatlı,Cumhuriyet,Garden floor,15,Kombi,4,Eşyalı Değil,1,3,1,135,125
17000,Ankara,Çankaya,Sokullu Mehmet Paşa,3. floor,35,Merkezi (Pay Ölçer),4,Eşyalı Değil,1,3,1,125,115
21000,Ankara,Sincan,Mustafa Kemal,2. floor,5,Kombi,4,Eşyalı Değil,2,3,1,140,130
14500,Ankara,Etimesgut,30 Ağustos,2. floor,13,Kombi,3,Eşyalı Değil,1,3,1,125,120
16500,Ankara,Mamak,Altınevler,3. floor,10,Merkezi (Pay Ölçer),15,Eşyalı Değil,1,2,1,95,90
45000,Ankara,Çankaya,Yukarı Öveçler,2. floor,20,Kombi,4,Eşyalı,2,4,1,150,130
36000,Ankara,Çankaya,Güvenevler,3. floor,30,Merkezi,4,Eşyalı Değil,1,4,1,170,150
21500,Ankara,Etimesgut,Alsancak,1. floor,15,Kombi,3,Eşyalı Değil,1,3,1,130,115
42000,Ankara,Çankaya,Emek,1. floor,5,Kombi,4,Eşyalı,1,2,1,85,80
45000,Ankara,Çankaya,Güvenevler,2. floor,35,Merkezi,4,Eşyalı Değil,1,4,1,195,185
25000,Ankara,Çankaya,Mimar Sinan,1. floor,15,Kombi,4,Eşyalı Değil,2,4,1,150,140
21500,Ankara,Çankaya,Huzur,-1,20,Kombi,3,Eşyalı,1,1,1,80,75
18000,Ankara,Çankaya,Harbiye,-1,30,Merkezi,5,Eşyalı Değil,1,3,1,110,100
19500,Ankara,Çankaya,Emek,Garden floor,40,Merkezi,9,Eşyalı Değil,1,2,1,75,60
35000,Ankara,Çankaya,Oğuzlar,Last floor floor,25,Kombi,2,Eşyalı,1,5,1,220,200
25000,Ankara,Çankaya,Eti,7. floor,40,Kombi,7,Eşyalı Değil,1,3,1,129,120
29166,Ankara,Yenimahalle,Yeni Batı,2. floor,10,Merkezi (Pay Ölçer),12,Eşyalı Değil,2,4,1,170,155
42000,Ankara,Çankaya,Remzi Oğuz Arık,Last floor floor,40,Kombi,4,Eşyalı,1,3,1,120,110
20300,Ankara,Mamak,Diriliş,3. floor,10,Merkezi (Pay Ölçer),10,Eşyalı,1,2,1,80,75
17500,Ankara,Altındağ,Karapürçek,High entrance,7,Kombi,3,Eşyalı Değil,2,3,1,145,130
22000,Ankara,Keçiören,Aşağı Eğlence,2. floor,25,Kombi,3,Eşyalı Değil,1,3,1,120,112
15000,Ankara,Polatlı,Şehitlik,Entrance floor,15,Kombi,3,Eşyalı Değil,1,4,1,190,170
16500,Ankara,Mamak,General Zeki Doğan,3. floor,16,Kombi,3,Eşyalı Değil,1,3,1,145,130
22000,Ankara,Mamak,Altıağaç,6. floor,12,Merkezi,11,Eşyalı Değil,1,3,1,130,120
13000,Ankara,Keçiören,Şenyuva,5. floor,5,Merkezi,12,,1,3,1,125,120
26500,Ankara,Çankaya,Kırkkonaklar,3. floor,17,Kombi,3,Eşyalı Değil,2,5,1,310,250
35000,Ankara,Etimesgut,Yeni Bağlıca,11. floor,10,Merkezi (Pay Ölçer),11,Eşyalı Değil,2,4,1,210,195
23500,Ankara,Çankaya,Birlik,1. floor,20,Kombi,3,Eşyalı Değil,1,3,1,125,120
50000,Ankara,Çankaya,Birlik,Last floor floor,8,Kombi,3,Eşyalı Değil,2,4,1,230,195
22000,Ankara,Altındağ,Feridun Çelik,5. floor,3,Yerden Isıtma,6,Eşyalı Değil,2,3,1,135,115
13500,Ankara,Keçiören,Güçlükaya,1. floor,35,Kombi,1,Eşyalı Değil,1,3,1,120,110
26000,Ankara,Çankaya,Büyükesat,2. floor,1,Merkezi,5,Eşyalı,1,1,1,65,55
24000,Ankara,Çankaya,Alacaatlı,Entrance floor,4,Merkezi (Pay Ölçer),17,Eşyalı Değil,2,2,1,80,70
32000,Ankara,Çankaya,Kırkkonaklar,1. floor,12,Kombi,4,Eşyalı Değil,2,4,1,185,165
15500,Ankara,Mamak,Mutlu,Middle floor,12,Kombi,3,Eşyalı Değil,1,3,1,120,100
31000,Ankara,Çankaya,Bahçelievler,3. floor,35,Merkezi,3,Eşyalı Değil,1,3,1,145,135
45500,Ankara,Etimesgut,Bağlıca,8. floor,3,Merkezi,10,Eşyalı Değil,2,4,1,220,200
14000,Ankara,Etimesgut,Topçu,High entrance,20,Kombi,3,Eşyalı Değil,1,2,1,95,85
15000,Ankara,Sincan,Ertuğrulgazi,2. floor,23,Kombi,4,Eşyalı Değil,1,3,1,130,120
20000,Ankara,Yenimahalle,Gazi,High entrance,35,Kombi,2,Eşyalı Değil,1,2,1,100,85
30000,Ankara,Çankaya,Öveçler,3. floor,15,Kombi,4,Eşyalı Değil,1,3,1,145,135
17000,Ankara,Sincan,Mustafa Kemal,Middle floor,10,Kombi,5,Eşyalı Değil,2,3,1,140,125
20250,Ankara,Çankaya,Cevizlidere,2. floor,20,Kombi,4,Eşyalı Değil,1,2,1,85,80
18500,Ankara,Çankaya,Ayrancı,Garden floor,35,Merkezi,3,Eşyalı,1,3,1,100,78
27500,Ankara,Çankaya,Emek,-1,10,Kombi,4,Eşyalı,1,2,1,90,80
21500,Ankara,Çankaya,Aşağı Öveçler,-1,20,Kombi,4,Eşyalı Değil,2,4,1,160,145
25000,Ankara,Çankaya,Kazım Özalp,2. floor,30,Kombi,3,Eşyalı Değil,1,3,1,125,120
25000,Ankara,Çankaya,Çamlıtepe,Last floor floor,40,Merkezi,4,Eşyalı Değil,1,3,1,115,100
30000,Ankara,Çankaya,İlkbahar,11. floor,5,Merkezi (Pay Ölçer),28,Eşyalı Değil,1,3,1,120,110
50000,Ankara,Çankaya,Üniversiteler,5. floor,26,Merkezi,12,Eşyalı Değil,2,3,1,160,155
