title,price,city,region,district,specs,description,properties
"
                      NİDAM EMLAKTAN YEŞİL ŞİBLEDE 2+1 120 ARA KAT KOMBİLİ BAKIMLI DAİRE
                    ","
                        15.000 TL
                      ","
      Bursa
    ","
      Yıldırım
    ","
      Yeşil
    ","['İlan no', '|??|', ['140661-184'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['26-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['2 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            120 m2\n                          ', '\n                             / 115 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['2. Kat'], '|??|', 'Bina Yaşı', '|??|', ['22 Yaşında'], '|??|', 'Isınma Tipi', '|??|', ['Kombi'], '|??|', 'Kat Sayısı', '|??|', ['4 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Banyo Sayısı', '|??|', ['1'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Yapının Durumu', '|??|', ['İkinci El'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Tapu Durumu', '|??|', ['Kat İrtifakı'], '|??|', 'Aidat', '|??|', ['100 TL'], '|??|', 'Cephe', '|??|', ['Güney'], '|??|', 'Depozito', '|??|', ['15.000 TL'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|']",4KATLI BİNANIN 2 ARA KATI BAKIMLI ÇİFT CEPHE ÇİFT BALKONLU KOMBİLİ 15 BİN KİRA 15 BİN DEPOZİTO 15 BİNDE EMLAKCI KOMİSYONU VARDIR KARI KOCA VEYA DEVLET MEMURUNA VERILECEKTIR,"
          ADSL
        ,|??|,
          Balkon
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Kablo TV-Uydu
        ,|??|,
          Kartonpiyer
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Panel Kapı
        ,|??|,
          Parke
        ,|??|,
          Parke - Laminant
        ,|??|,
          Parke - Lamine
        ,|??|,
          Saten Alçı
        ,|??|,
          Saten Boya
        ,|??|,
          Isı Yalıtım
        ,|??|"
"
                      BURSA NİLÜFER BEŞEVLER DE METROYA YAKIN KİRALIK 3.KAT 3+1 DAİRE 25.000 TL
                    ","
                        25.000 TL
                      ","
      Bursa
    ","
      Nilüfer
    ","
      Beşevler
    ","['İlan no', '|??|', ['31180-11518'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['26-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['3 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            150 m2\n                          ', '\n                             / 140 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['3. Kat'], '|??|', 'Bina Yaşı', '|??|', ['20 Yaşında'], '|??|', 'Isınma Tipi', '|??|', ['Kombi'], '|??|', 'Kat Sayısı', '|??|', ['4 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Banyo Sayısı', '|??|', ['2'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Yapının Durumu', '|??|', ['İkinci El'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Cephe', '|??|', ['Güney, Doğu, Batı'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|']","AYDIN EMLAK TAN,
,*BURSA NİLÜFER BEŞEVLER KONAK MAH. KİRALIK 3.KAT 3+1 DAİRE,
,*KOMBİLİ , OTOPARK , ASANSÖR ,
,*4 KATLI , 3 CEPHE , 3 BALKON , 20 YILLIK,
,*SATEN BOYA , ÇELİK KAPI , PİMAPEN , KARTONPİYER , HAZIR MUTFAK,
,*MANZARALI , ,
,*MERKEZİ KONUMDA , OKUL , MARKET , PAZAR YERİ ,
,*TOPLU ULAŞIMA YÜRÜME MESAFESİNDE","
          Ankastre Mutfak
        ,|??|,
          Balkon
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Ebeveyn Banyolu
        ,|??|,
          Hazır Mutfak
        ,|??|,
          Kartonpiyer
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Saten Boya
        ,|??|,
          Seramik Zemin
        ,|??|,
          Asansör
        ,|??|,
          Bahçeli
        ,|??|,
          Isı Yalıtım
        ,|??|,
          Otopark - Açık
        ,|??|,
          PVC Doğrama
        ,|??|,
          Caddeye yakın
        ,|??|,
          Manzara - Şehir
        ,|??|,
          Metroya yakın
        ,|??|,
          Ön cephe
        ,|??|"
"
                      KAYAPA DA YÜZME HAVUZLU LÜKS KİRALIK DAİRE
                    ","
                        22.000 TL
                      ","
      Bursa
    ","
      Nilüfer
    ","
      30 Ağustos Zafer
    ","['İlan no', '|??|', ['73952-777'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['23-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['3 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            186 m2\n                          ', '\n                             / 146 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['2. Kat'], '|??|', 'Bina Yaşı', '|??|', ['3 Yaşında'], '|??|', 'Isınma Tipi', '|??|', ['Kombi'], '|??|', 'Kat Sayısı', '|??|', ['6 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Banyo Sayısı', '|??|', ['2'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Yapının Durumu', '|??|', ['İkinci El'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Aidat', '|??|', ['700 TL'], '|??|', 'Cephe', '|??|', ['Kuzey, Güney, Doğu, Batı'], '|??|', 'Site İçerisinde', '|??|', ['Miysa Saruhan Sitesi'], '|??|', 'Depozito', '|??|', ['25.000 TL'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|']","DAİREMİZ YÜZME HAVUZLU,KOMBİLİ SİTE İÇERSİNDEDİR. 
,
  (107806585 NOLU TAŞINMAZ FİRMAMIZCA TEK YETKİLİDİR) 
","
          Balkon
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Ebeveyn Banyolu
        ,|??|,
          Isıcam
        ,|??|,
          Kablo TV-Uydu
        ,|??|,
          Kartonpiyer
        ,|??|,
          Laminant Mutfak
        ,|??|,
          Mermer Zemin
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Saten Boya
        ,|??|,
          Açık Yüzme Havuzu
        ,|??|,
          Asansör
        ,|??|,
          Isı Yalıtım
        ,|??|,
          Otopark - Açık
        ,|??|,
          PVC Doğrama
        ,|??|,
          Site içerisinde
        ,|??|,
          Caddeye yakın
        ,|??|,
          Manzara - Şehir
        ,|??|"
"
                      BURSA KILIÇ TAN FETHİYE DE FSM YE YAKIN KİRALIK 3.KAT 2+1 DAİRE
                    ","
                        20.000 TL
                      ","
      Bursa
    ","
      Osmangazi
    ","
      Akpınar
    ","['İlan no', '|??|', ['112077-1460'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['25-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['2 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            100 m2\n                          ', '\n                             / 95 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['3. Kat'], '|??|', 'Bina Yaşı', '|??|', ['13 Yaşında'], '|??|', 'Isınma Tipi', '|??|', ['Kombi'], '|??|', 'Kat Sayısı', '|??|', ['6 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Banyo Sayısı', '|??|', ['1'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Yapının Durumu', '|??|', ['İkinci El'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Aidat', '|??|', ['350 TL'], '|??|', 'Cephe', '|??|', ['Güney, Batı'], '|??|', 'Depozito', '|??|', ['20.000 TL'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|']","BURSA KILIÇ TAN FETHİYE DE FSM YE YAKIN KİRALIK 3.KAT 2+1 DAİRE,
,Nilüfer Fethiye Mahalle Alev Sokakta,
,FSM Bulvarına çok yakın,
,13 yıllık 5 katlı apartmanda 3.katta (ara kat),
,100 m2 2+1 Doğalgaz kombili,
,Açık mutfak konseptli, 3 lü ankastre setli,
,Çift cepheli, 1 karanlık odası var,
,asansörlü, kapalı otoparklı,
,toplu ulaşıma yakın, cadde yakın,
, ,
,BURSA KILIÇ EMLAK GAYRİMENKUL DANIŞMA İNŞ. SAN. VE TİC. LTD.ŞTİ.,
,Taşınmaz Ticareti Yetki Belgesi Bilgileri,
,        Taşınmaz Ticaret Yetki No :  1601904,
,         Mersis No: 019 112 495 390 0001,
,Detaylı Bilgi ve Randevu Almak için Lütfen Arayınız!,
,İletişim :, ,0532 5409108, - ,0542 4927796, - ,0541 4927796,
,Watsapp Hattı :, ,0532 5409108, - ,0542 4927796,
,*****EMLAK’TA GÜVENİN ADRESİ*****","
          ADSL
        ,|??|,
          Ankastre Mutfak
        ,|??|,
          Balkon
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Kartonpiyer
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Parke
        ,|??|,
          Parke - Laminant
        ,|??|,
          Asansör
        ,|??|,
          Isı Yalıtım
        ,|??|,
          Otopark - Kapalı
        ,|??|,
          Caddeye yakın
        ,|??|,
          Manzara - Şehir
        ,|??|,
          Merkezde
        ,|??|,
          Metroya yakın
        ,|??|,
          Minibüs / Dolmuşa yakın
        ,|??|,
          Ön cephe
        ,|??|"
"
                      MUDANYA YENİ MH KAPİTAL'DEN 2+1 SOSYAL DONATIYA SAHİP HAVUZLU
                    ","
                        24.000 TL
                      ","
      Bursa
    ","
      Mudanya
    ","
      Yeni
    ","['İlan no', '|??|', ['132627-395'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['21-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['2 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            95 m2\n                          ', '\n                             / 82 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['2. Kat'], '|??|', 'Bina Yaşı', '|??|', ['Sıfır Bina'], '|??|', 'Isınma Tipi', '|??|', ['Yerden Isıtma'], '|??|', 'Kat Sayısı', '|??|', ['5 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Yapının Durumu', '|??|', ['Sıfır'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Aidat', '|??|', ['875 TL'], '|??|', 'Cephe', '|??|', ['Kuzey, Güney, Doğu'], '|??|', 'Site İçerisinde', '|??|', ['Bostancı Falez Evleri'], '|??|', 'Depozito', '|??|', ['24.000 TL'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|']","
,KAPİTAL GAYRİMENKUL GÜVENCESİYLE KİRAYA SUNULMUŞTUR,
,BU MÜLKÜN PAZARLAMA VE SATIŞ SÜRECİNDE TEK YETKİLİ OFİS ""KAPİTAL GAYRİMENKUL""​ OFİSİDİR.,
,YETKİ BELGESİ NO: 1601879,
,
,SİTE ÖZELLİKLERİ,
,Dairenin yer aldığı lüks site 8 blok ve toplamda 93 daireden oluşmaktadır Site kapalı ve açık yüzme havuzu, şezlong alanı, kafe, sauna, duş, fitness merkezi, yürüyüş yolları, asansör, peyzaj uygulaması kapalı ve açık otopark alanları, ısıtma tesisatı, futbol ve basketbol sahası, çocuk oyun alanı, fore kazık sistemi, 7/24 güvenlik kamera sistemi ve güvenlik gibi olanaklara sahiptir,
,
,
,KONUM ÖZELLİKLERİ ,
,MUDANYA GÜZELYALI YENİ MH KİRALIK daire, en yakın markete 300 m, sahile ve plajlara 1,5 km, feribot iskelelerine 2.2 km, ünlü balık restoranlarına ve tarihi Montania Oteli’ne 3 km, Mudanya Mütakere Evi’ne 3.9 km, marinaya 4.5 km, Mudanya Devlet Hastanesi’ne 5.3 km, Balat Atatürk Ormanı’na 12.8 km, uluslararası özel okullara 10 km, Bursa Şehir Hastanesi’ne 12.5 km, Ulucami’ye 26 km, teleferiğe 29 km, Uludağ Kayak Merkezi’ne 52 km, İznik Gölü’ne 77 km ve Sabiha Gökçen Uluslararası Havalimanı’na ise 126 km mesafede yer almaktadır.,
,DAİRE ÖZELLİKLERİ ,
,DAİREMİZ 2 KATTA 2+1 95 M2 85 M2 NET KULLANIM ALANINA SAHİPTİR DENİZ MANZARASINA SAHİPTİR  SIFIR OLUP İLK KİRACI SİZ OLACAKSINIZ AÇIK MUTFAK EBEBEYN BANYOSU BULUNMAKTADIR ,
,TS. 11816/1.1.1. MADDESİ GEREĞİ ZORUNLU OLAN YER GÖSTERİM FORMU İMZALANARAK GÖSTERİM YAPILMAKTADIR.,
,
,SÖZ KONUSU GAYRİMENKULUN SATIŞ VE PAZARLAMA SÜRECİ KAPİTAL GAYRİMENKUL TARAFINDAN YAPILMAKTADIR.,
,
,DAHA DETAYLI BİLGİ ALMAK VE RANDEVU OLUŞTURMAK İÇİN BİZİMLE İLETİŞİME GEÇEBİLİRSİNİZ.,
,
,
","
          ADSL
        ,|??|,
          Alarm
        ,|??|,
          Ankastre Mutfak
        ,|??|,
          Balkon
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Ebeveyn Banyolu
        ,|??|,
          Görüntülü Diafon
        ,|??|,
          Hazır Mutfak
        ,|??|,
          Isıcam
        ,|??|,
          Kablo TV-Uydu
        ,|??|,
          Kartonpiyer
        ,|??|,
          Laminant Mutfak
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Parke
        ,|??|,
          Parke - Laminant
        ,|??|,
          Parke - Lamine
        ,|??|,
          Sauna
        ,|??|,
          Seramik Zemin
        ,|??|,
          Spot Işık
        ,|??|,
          Vestiyer
        ,|??|,
          Yerden Isıtma
        ,|??|,
          Açık Yüzme Havuzu
        ,|??|,
          Asansör
        ,|??|,
          Fitness
        ,|??|,
          Isı Yalıtım
        ,|??|,
          Jeneratör
        ,|??|,
          Otopark - Açık
        ,|??|,
          Otopark - Kapalı
        ,|??|,
          Oyun Parkı
        ,|??|,
          PVC Doğrama
        ,|??|,
          Site içerisinde
        ,|??|,
          Su deposu
        ,|??|,
          Caddeye yakın
        ,|??|,
          Deniz Ulaşımına yakın
        ,|??|,
          Manzara
        ,|??|,
          Manzara - Deniz
        ,|??|,
          Manzara - Şehir
        ,|??|,
          Metrobüse yakın
        ,|??|,
          Minibüs / Dolmuşa yakın
        ,|??|,
          Ön cephe
        ,|??|"
"
                      4+1 KONFOR KONUM KEYİF = BEGÜMKENT
                    ","
                        34.000 TL
                      ","
      Bursa
    ","
      Nilüfer
    ","
      29 Ekim
    ","['İlan no', '|??|', ['46127-4078'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['22-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['4 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            180 m2\n                          ', '\n                             / 150 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['8. Kat'], '|??|', 'Bina Yaşı', '|??|', ['17 Yaşında'], '|??|', 'Isınma Tipi', '|??|', ['Kombi'], '|??|', 'Kat Sayısı', '|??|', ['8 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Banyo Sayısı', '|??|', ['2'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Yapının Durumu', '|??|', ['İkinci El'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Aidat', '|??|', ['2.100 TL'], '|??|', 'Cephe', '|??|', ['Güney, Doğu'], '|??|', 'Site İçerisinde', '|??|', ['Begümkent Sitesi (Bursa, Nilüfer, 29 Ekim)'], '|??|', 'Depozito', '|??|', ['34.000 TL'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|']",Bursa'nın Güzide ilçesi Nilüfer'de Özlüce Ahmet Taner Kışlalı Bulvarı'nda BKM kitabevinin hemen arkasında Özlüce metro istasyonuna 2 dakikalık yürüme mesafesinde futbol basketbol voleybol sahaları çocuk parkı yüzme havuzu tenis kortu çardaklar her daire için bir adet açık otopark 24 saat güvenlik fet konteynerine her kattan çöp atmayı sağlayan çöp koridoru gibi ihtiyaç oluşturan tüm donatıyı içinde barındıran komşuluğun gerçekten yaşanabildiği Begümkent bölgenin en nadir sitelerinden biridir. İşte bu 8 katlı Nezih sitenin 8 katında bulunan 4 oda 1 salon 180 metrekare brüt 150 metrekare net dairemiz ufkunuzu açacak kadar muhteşem bir manzaraya sahiptir. Marketler pazar yeri ve bulvara yakınlığı sizi konforlu bir yaşama itecek olan bu dairemiz siz kıymetli müşterilerimizin tercihini bekliyor. dairemizin balkonları açık olup mülk sahibimiz tarafından birkaç ay sonra cam balkon sistemiyle kapatılacaktır.,"
          ADSL
        ,|??|,
          Balkon
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Hilton Banyo
        ,|??|,
          Isıcam
        ,|??|,
          Kablo TV-Uydu
        ,|??|,
          Kapalı Balkon
        ,|??|,
          Laminant Mutfak
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Panel Kapı
        ,|??|,
          Parke - Laminant
        ,|??|,
          Saten Alçı
        ,|??|,
          Saten Boya
        ,|??|,
          Vestiyer
        ,|??|,
          Açık Yüzme Havuzu
        ,|??|,
          Asansör
        ,|??|,
          Bahçeli
        ,|??|,
          Güvenlik
        ,|??|,
          Hidrofor
        ,|??|,
          Isı Yalıtım
        ,|??|,
          Jeneratör
        ,|??|,
          Kapıcı
        ,|??|,
          Otopark - Açık
        ,|??|,
          Oyun Parkı
        ,|??|,
          PVC Doğrama
        ,|??|,
          Site içerisinde
        ,|??|,
          Su deposu
        ,|??|,
          Yangın Merdiveni
        ,|??|,
          Arka cephe
        ,|??|,
          Cadde Üzerinde
        ,|??|,
          Caddeye yakın
        ,|??|,
          Deniz Ulaşımına yakın
        ,|??|,
          Manzara
        ,|??|,
          Manzara - Doğa
        ,|??|,
          Manzara - Şehir
        ,|??|,
          Merkezde
        ,|??|,
          Metroya yakın
        ,|??|,
          Minibüs / Dolmuşa yakın
        ,|??|,
          Ön cephe
        ,|??|"
"
                      MANASTIR EMLAK'TAN DENİZ, ŞEHİR MANZARALI 5+1 DUBLEKS DAİRE..!
                    ","
                        30.000 TL
                      ","
      Bursa
    ","
      Gemlik
    ","
      Hisar
    ","['İlan no', '|??|', ['77367-134'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['21-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Konut Şekli', '|??|', [], '|??|', 'Oda + Salon Sayısı', '|??|', ['5 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            320 m2\n                          ', '\n                             / 270 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['En Üst Kat'], '|??|', 'Bina Yaşı', '|??|', ['5 Yaşında'], '|??|', 'Isınma Tipi', '|??|', ['Kombi'], '|??|', 'Kat Sayısı', '|??|', ['5 Katlı'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı Değil'], '|??|', 'Banyo Sayısı', '|??|', ['3'], '|??|', 'Yapı Tipi', '|??|', ['Betonarme'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Tapu Durumu', '|??|', ['Kat İrtifakı'], '|??|', 'Aidat', '|??|', ['200 TL'], '|??|', 'Cephe', '|??|', ['Kuzey, Doğu'], '|??|', 'Depozito', '|??|', ['30.000 TL'], '|??|', 'Yakıt Tipi', '|??|', ['Doğalgaz'], '|??|', 'Ada No', '|??|', ['1287'], '|??|', 'Parsel No', '|??|', ['2'], '|??|']","HİSAR MAHALLESİNİN GİRİŞİNDE KONUM OLARAK GEMLİK,BURSA,YALOVA YOL KESİŞİMİNDE MÜKEMMEL LOKASYONDADIR..!,
,BOYA,BADANASI,TEMİZLİĞİ YENİ YAPILMIŞTIR..!,
,TÜRK HAMAMI MEVCUTTUR, ÖN ARKA BALKONU CAM İLE KAPALIDIR, ODALARI KARE ÇOK KULLANIŞLIDIR..!,
,NOT: SON FİYAT 30.000TL,
,YUVANIZA GİDEN YOL,
,MANASTIR EMLAK​,
","
          Balkon
        ,|??|,
          Çamaşır Odası
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Ebeveyn Banyolu
        ,|??|,
          Gömme Dolap
        ,|??|,
          Görüntülü Diafon
        ,|??|,
          Hilton Banyo
        ,|??|,
          Isıcam
        ,|??|,
          Kablo TV-Uydu
        ,|??|,
          Kapalı Balkon
        ,|??|,
          Kartonpiyer
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Panel Kapı
        ,|??|,
          Parke - Laminant
        ,|??|,
          Saten Boya
        ,|??|,
          Seramik Zemin
        ,|??|,
          Spot Işık
        ,|??|,
          Vestiyer
        ,|??|,
          Asansör
        ,|??|,
          Isı Yalıtım
        ,|??|,
          Otopark - Açık
        ,|??|,
          PVC Doğrama
        ,|??|,
          Cadde Üzerinde
        ,|??|,
          Caddeye yakın
        ,|??|,
          Denize yakın
        ,|??|,
          Manzara
        ,|??|,
          Manzara - Deniz
        ,|??|,
          Manzara - Şehir
        ,|??|,
          Minibüs / Dolmuşa yakın
        ,|??|,
          Otobana yakın
        ,|??|"
"
                      DİALOG RE VİZYON'DAN SKALA HASANAĞA'DA KİRALIK 2+1 EŞYALI SIFIR
                    ","
                        22.000 TL
                      ","
      Bursa
    ","
      Nilüfer
    ","
      Kızılcıklı
    ","['İlan no', '|??|', ['99962-529'], '|??|', 'Son Güncelleme Tarihi', '|??|', ['22-09-2024'], '|??|', 'İlan Durumu', '|??|', [], '|??|', 'Konut Tipi', '|??|', ['Daire'], '|??|', 'Oda + Salon Sayısı', '|??|', ['2 + 1'], '|??|', 'Brüt / Net M2', '|??|', ['\n                            134 m2\n                          ', '\n                             / 86 m2\n                          '], '|??|', 'Bulunduğu Kat', '|??|', ['2. Kat'], '|??|', 'Bina Yaşı', '|??|', ['Sıfır Bina'], '|??|', 'Isınma Tipi', '|??|', ['Yerden Isıtma'], '|??|', 'Kat Sayısı', '|??|', ['9 Katlı'], '|??|', 'Krediye Uygunluk', '|??|', ['Uygun değil'], '|??|', 'Eşya Durumu', '|??|', ['Eşyalı'], '|??|', 'Banyo Sayısı', '|??|', ['1'], '|??|', 'Kullanım Durumu', '|??|', ['Boş'], '|??|', 'Tapu Durumu', '|??|', ['Kat Mülkiyeti'], '|??|', 'Aidat', '|??|', ['1 TL'], '|??|']","DİALOG RE VİZYON GÜVENCESİYLE, 
, 
 ,Bursa'nın Değeri Hasanağa Kızılcıklı Mahallesinde Eşyalı Kiralık 2+1 Daire, 
 ,Hasanağa Kızılcıklı Merkezinde Bulunan Dairemiz Lokasyon Olarak Günlük İşlerinizi Rahatlıkla Halledebileceğiniz Konumdadır, 
 ,Özel Avantajlı Fiyatıyla Eşyalı 2+1 Dairenize Tek Bir İmzada Sahip Olabilirsiniz, 
 ,Keyifli Zaman Geçireceğiniz Büyük Balkonuyla Bölgesinde Öncüdür, 
 ,Net 86 m2 Kullanım Alanına Sahip, 
 ,Merkezi Konum, 
 ,Açık/Kapalı Otopark, 
 ,Balkon, 
 ,Isı ve Ses Yalıtımı, 
 ,Yerden Isıtmalı, 
 ,Çocuk Oyun Alanı, 
 ,Spor Salonu, 
 ,Hamam, 
 ,Sauna, 
 ,7/24 Güvenlik, 
 ,Kamera Sistemi, 
, 
,EŞYA LİSTESİ, 
, 
 ,Ocak, 
 ,Fırın, 
 ,Davlumbaz, 
 ,Tv, 
 ,Çamaşır Makinesi, 
 ,Bulaşık Makinesi, 
 ,Buzdolabı, 
 ,Kombi, 
 ,2 Adet Çift Kişilik Yatak, 
 ,2 Adet Dolap, 
 ,1 Adet Masa, 
 ,4 Adet Sandalye, 
 ,3 Kişilik Oturma Grubu, 
 ,Aydınlatmalar, 
 ,Perde, 
 ,Avize, 
 ,Vestiyer, 
 ,Klima, 
, 
, 
,KONUM ÖZELLİKLERİ, 
, 
 ,İSTANBUL İZMİR OTOBANI BAĞLANTI YOLU 15 DK, 
 ,GÖRÜKLE SANAYİ 10 DK, 
 ,HASANAĞA SANAYİ BÖLGESİ 10 DK, 
 ,D200 iZMİRYOLU CAD. 10 DK, 
 ,ULUDAĞ ÜNİVERSİTESİ 15 DK, 
 ,BURSA ŞEHİR HASTANESİNE 20 DK, 
 ,OSB-NOSAB SANAYİ BÖLGESİ 20 DK, 
 ,TEKNOSAB 15 DK, 
","
          Ankastre Mutfak
        ,|??|,
          Balkon
        ,|??|,
          Beyaz Eşyalı
        ,|??|,
          Çelik Kapı
        ,|??|,
          Duşakabin
        ,|??|,
          Görüntülü Diafon
        ,|??|,
          Isıcam
        ,|??|,
          Kablo TV-Uydu
        ,|??|,
          Kartonpiyer
        ,|??|,
          Klima
        ,|??|,
          Mobilyalı
        ,|??|,
          Mutfak Doğalgazı
        ,|??|,
          Panel Kapı
        ,|??|,
          Parke
        ,|??|,
          Sauna
        ,|??|,
          Spot Işık
        ,|??|,
          Vestiyer
        ,|??|,
          PVC Doğrama
        ,|??|,
          Yangın Merdiveni
        ,|??|,
          Cadde Üzerinde
        ,|??|"
